mes_ultimo_unico_robo,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
septiembre,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
diciembre,raponazo,noche,Calle/Avenida,no,no,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,raponazo,noche,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
febrero,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
febrero,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
mayo,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
diciembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,atraco,madrugada,Parque/Deporte,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,atraco,tarde,Calle/Avenida,si,no,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
febrero,raponazo,mañana,Mercado/Comercio,no,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,si,2020
noviembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,raponazo,tarde,Mercado/Comercio,si,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,atraco,,Calle/Avenida,no,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
junio,cosquilleo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
febrero,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
julio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,raponazo,noche,Calle/Avenida,no,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
octubre,descuido,mañana,Residencia ajena,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,cosquilleo,,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,otro,tarde,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,raponazo,tarde,Vehículo,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,noche,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
abril,raponazo,mañana,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
febrero,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,no,2020
septiembre,raponazo,mañana,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,descuido,tarde,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
diciembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
febrero,raponazo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,atraco,noche,Parque/Deporte,si,no,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,atraco,noche,Parque/Deporte,si,no,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,atraco,noche,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
mayo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,si,2020
diciembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
febrero,raponazo,tarde,Parque/Deporte,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
diciembre,descuido,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
junio,descuido,tarde,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,atraco,mañana,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
septiembre,fleteo,madrugada,Vehículo,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,atraco,tarde,Calle/Avenida,no,si,si,no,no,si,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
mayo,descuido,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
junio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,descuido,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,atraco,noche,Calle/Avenida,si,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
diciembre,descuido,noche,Mercado/Comercio,no,no,no,no,si,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
marzo,atraco,tarde,Residencia ajena,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
febrero,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,si,2020
octubre,descuido,tarde,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
marzo,descuido,tarde,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
febrero,atraco,madrugada,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,atraco,tarde,Transporte público,si,no,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,si,2020
septiembre,atraco,tarde,Transporte público,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,si,2020
diciembre,engaño,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,10.0,no,2020
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
octubre,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
diciembre,atraco,mañana,Vehículo,si,no,no,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
octubre,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
agosto,atraco,noche,Residencia propia,si,no,no,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,atraco,mañana,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,10.0,no,2020
septiembre,atraco,madrugada,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,atraco,noche,Residencia propia,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,atraco,noche,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
marzo,atraco,noche,Residencia propia,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
febrero,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
enero,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
noviembre,clonación_targeta,mañana,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
septiembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,raponazo,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
junio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,cosquilleo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,atraco,tarde,Transporte público,si,no,no,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,si,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,atraco,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,si,2020
octubre,raponazo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
octubre,paseo millonario,mañana,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
mayo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,cosquilleo,tarde,Mercado/Comercio,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
junio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
julio,cosquilleo,tarde,Calle/Avenida,no,si,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
agosto,descuido,noche,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
agosto,atraco,madrugada,Entretenimiento,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
mayo,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
febrero,engaño,mañana,Transporte público,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2020
enero,descuido,mañana,Vehículo,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
diciembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
junio,raponazo,noche,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
diciembre,descuido,madrugada,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,raponazo,tarde,Mercado/Comercio,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,descuido,noche,Trabajo/Estudio,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
febrero,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,descuido,tarde,Vehículo,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
agosto,raponazo,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,descuido,madrugada,Trabajo/Estudio,no,si,no,no,si,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
mayo,raponazo,mañana,Calle/Avenida,no,no,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,cosquilleo,noche,Entretenimiento,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
