mes_ultimo_unico_robo,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
noviembre,descuido,madrugada,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
noviembre,cosquilleo,noche,Otro lugar,si,no,no,no,no,no,no,no,no,no,si,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,cosquilleo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,atraco,tarde,Entretenimiento,no,si,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,cosquilleo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,proteccion,denuncia_online,denuncia_online,si_denuncia,no,2018
marzo,cosquilleo,madrugada,Transporte público,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
noviembre,atraco,madrugada,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,cosquilleo,mañana,Transporte público,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,si,2018
noviembre,atraco,madrugada,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,si,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,raponazo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
julio,descuido,tarde,Trabajo/Estudio,si,si,si,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,raponazo,madrugada,Residencia propia,no,si,si,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,descuido,mañana,Calle/Avenida,si,si,no,si,no,no,no,no,no,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
septiembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,raponazo,noche,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,si,si,denuncias en línea,fiscalia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,atraco,noche,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,descuido,tarde,Vehículo,si,no,no,no,no,si,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,atraco,noche,Trabajo/Estudio,si,si,no,no,no,si,no,no,no,no,si,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
noviembre,atraco,noche,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,si,si,Reporte de objetos perdidos en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
marzo,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
marzo,cosquilleo,noche,Vehículo,si,no,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,raponazo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
julio,raponazo,noche,Transporte público,no,si,no,no,no,no,no,no,si,no,si,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,cosquilleo,tarde,Otro lugar,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
enero,atraco,noche,Transporte público,si,si,no,no,no,si,no,no,no,no,no,si,denuncias en línea,fiscalia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,si,2018
noviembre,descuido,noche,Residencia ajena,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
julio,descuido,mañana,Trabajo/Estudio,si,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,fiscalia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
abril,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,atraco,noche,Entretenimiento,si,si,no,no,no,no,si,no,no,no,si,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,atraco,mañana,Calle/Avenida,no,si,si,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,descuido,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,no,no,si,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,descuido,tarde,Parque/Deporte,si,si,no,no,no,no,si,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
abril,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,si,denuncias en línea,fiscalia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
enero,engaño,noche,Vehículo,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,descuido,tarde,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,fiscalia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
enero,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,cosquilleo,mañana,Transporte público,no,si,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,atraco,noche,Transporte público,si,si,no,no,no,si,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,paseo millonario,madrugada,Entretenimiento,si,si,si,no,no,no,no,no,no,si,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
abril,atraco,mañana,Calle/Avenida,si,si,no,si,no,no,si,no,no,no,si,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
noviembre,raponazo,noche,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
julio,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,proteccion,denuncia_online,denuncia_online,si_denuncia,no,2018
marzo,cosquilleo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
abril,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,si,Reporte de objetos perdidos en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,descuido,tarde,Trabajo/Estudio,no,no,no,si,no,no,no,no,no,no,no,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
enero,descuido,noche,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
abril,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,si,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,atraco,noche,Otro lugar,si,si,si,si,no,si,no,no,si,no,si,si,Reporte de objetos perdidos en línea,policia,proteccion,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,cosquilleo,mañana,Transporte público,no,si,no,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,cosquilleo,tarde,Entretenimiento,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
noviembre,raponazo,noche,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
septiembre,atraco,tarde,Calle/Avenida,si,no,no,si,no,no,si,no,no,no,si,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,cosquilleo,mañana,Transporte público,si,si,si,no,no,no,no,no,no,no,si,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
noviembre,descuido,noche,Transporte público,si,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,raponazo,mañana,Transporte público,si,no,no,no,no,no,no,no,si,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
marzo,atraco,noche,Calle/Avenida,si,si,si,no,no,no,no,no,si,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,proteccion,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,cosquilleo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,si,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,si,no,si,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,cosquilleo,noche,Transporte público,si,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,descuido,madrugada,Calle/Avenida,si,si,si,no,no,no,si,no,si,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,atraco,noche,Vehículo,no,si,si,no,no,si,no,no,si,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,atraco,noche,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
enero,atraco,tarde,Calle/Avenida,no,si,si,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,si,no,si,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,atraco,noche,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,si,denuncias en línea,policia,proteccion,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,cosquilleo,mañana,Transporte público,no,si,si,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,cosquilleo,tarde,Mercado/Comercio,si,no,no,no,no,no,no,no,no,no,si,si,Reporte de objetos perdidos en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,raponazo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,si,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
septiembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
julio,atraco,tarde,Residencia propia,si,si,si,si,no,no,no,no,no,no,si,si,Reporte de objetos perdidos en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
febrero,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,si,denuncias en línea,policia,proteccion,denuncia_online,denuncia_online,si_denuncia,no,2018
noviembre,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,si,2018
abril,descuido,noche,Otro lugar,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
abril,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,cosquilleo,tarde,Transporte público,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,requisito para tramite,denuncia_online,denuncia_online,si_denuncia,no,2018
junio,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,si,denuncias en línea,policia,otro,denuncia_online,denuncia_online,si_denuncia,no,2018
octubre,cosquilleo,tarde,Transporte público,si,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
agosto,cosquilleo,noche,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,evitar ocurrencia,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,cosquilleo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,proteccion,denuncia_online,denuncia_online,si_denuncia,no,2018
abril,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,justicia,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
mayo,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,si,denuncias en línea,policia,obligacion_ciudadana,denuncia_online,denuncia_online,si_denuncia,no,2018
diciembre,descuido,,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,denuncia_online,denuncia_online,si_denuncia,no,2018
