DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto
504036,237,1,1,1,"57,8833476716733",8,1,3,2,3,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
504040,237,2,1,2,"62,0135338996154",5,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,1
504046,237,1,1,1,"55,609074260099",1,1,3,4,9,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,6.0,1.0,,,2
504055,237,1,1,1,"60,0703393744186",11,1,7,9,7,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504068,237,1,1,1,"60,3606842799378",6,1,2,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504071,237,1,1,1,"60,0703393744186",2,1,4,2,1,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
504077,237,1,1,1,"67,1210972789062",12,1,7,4,9,2,1,1,2,1,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,1.0,1.0,,,2
504078,237,1,1,1,"58,1736925771925",9,1,7,3,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504085,237,2,1,2,"67,7939349397807",12,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504094,237,1,1,1,"66,7190513369322",12,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,7.0,2
504094,237,2,1,2,"66,7190513369322",3,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,6.0,2
504119,237,1,1,1,"55,609074260099",7,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
504123,237,1,1,1,"66,799822264439",2,1,7,2,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504125,237,1,1,1,"63,7135895303972",12,1,1,4,3,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2
504135,237,3,1,3,"79,3499995136214",5,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
504142,237,3,1,3,"72,1761725198957",3,1,1,4,3,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
504154,237,1,1,1,"144,926050591234",6,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
504165,237,1,1,1,"64,427533905883",10,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,6.0,1.0,,,2
504169,237,3,1,3,"66,0303197364972",5,2,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,2.0,1.0,,2
504176,237,1,1,1,"69,6718856983827",5,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2
504178,237,1,1,1,"59,9590294371802",2,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,1.0,1.0,,,1
504187,237,1,1,1,"69,9749872646682",12,1,7,2,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,1.0,2.0,1.0,,2
504197,237,2,1,2,"146,028921962844",7,1,1,3,2,2,1,2,2,2,,,,,,1,2,,,,,,8.0,2
504207,237,2,1,2,"70,5264229504731",12,1,4,1,2,1,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,7.0,2
504235,237,1,1,1,"66,4500706885929",12,1,4,1,2,1,1,1,1,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,1.0,,,1
504236,237,2,1,2,"59,143345518493",6,1,2,2,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504239,237,1,1,1,"67,3974393409893",4,2,5,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
504239,237,2,1,2,"67,3974393409893",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
504240,237,4,1,4,"65,2820711579733",11,1,3,3,7,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
504261,237,1,1,1,"52,3212666992465",6,1,2,1,2,1,1,1,1,2,2.0,2.0,2.0,2.0,1.0,2,1,4.0,,5.0,,,,2
504261,237,2,1,2,"52,3212666992465",6,1,2,1,2,1,1,1,1,2,2.0,2.0,2.0,2.0,1.0,2,1,4.0,,5.0,,,,2
504271,237,1,1,1,"62,7521549513972",9,1,7,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,5.0,1.0,,,2
504275,237,3,1,3,"46,2008996128061",11,1,7,3,1,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,6.0,,,,2
504283,237,2,1,2,"53,5505821267521",8,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
504291,237,3,1,3,"63,2633013822819",4,1,2,2,2,1,2,1,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,3.0,2
504292,237,1,1,1,"63,7211647352969",6,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
504299,237,1,1,1,"67,6261753154975",3,1,4,1,5,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,6.0,1.0,,,2
504303,237,2,1,2,"57,9148822495254",7,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
504329,237,1,1,1,"765,889994169291",9,2,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,3.0,1
504339,237,1,1,1,"582,581637290328",10,1,2,2,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504357,237,2,1,2,"278,994221056022",4,1,2,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504360,237,1,1,1,"314,008425757185",2,1,1,2,5,1,2,2,2,2,,,,,,1,2,,,,,,10.0,2
504360,237,2,1,2,"314,008425757185",5,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,4.0,2
504369,237,2,1,2,"327,337333597067",11,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504376,237,1,1,1,"334,210146317094",5,1,1,9,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
504397,237,1,1,1,"282,976281611801",2,1,3,1,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,2.0,1.0,,2
504411,237,6,2,2,"368,465556463267",4,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
504426,237,1,1,1,"332,12206719522",12,1,7,4,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504434,237,3,1,3,"314,253839908101",1,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,2.0,2.0,,2
504436,237,2,1,2,"343,525105935305",2,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
504436,237,3,1,3,"343,525105935305",11,1,1,1,11,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
504455,237,3,1,3,"373,920632748889",9,1,5,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2
504463,237,2,1,2,"313,915348475963",6,1,4,3,9,2,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504465,237,1,1,1,"315,561857988153",3,1,8,3,11,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504469,237,1,1,1,"314,008425757185",12,1,4,4,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504469,237,2,1,2,"314,008425757185",10,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504474,237,3,1,3,"258,78787508241",12,2,7,1,7,2,1,1,1,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,2.0,3.0,,2
504474,237,1,1,1,"258,78787508241",6,1,7,2,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504496,237,1,1,1,"321,799028248461",6,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504502,237,1,1,1,"314,008425757185",6,1,4,4,9,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504510,237,2,1,2,"278,994221056022",11,1,2,3,3,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504523,237,1,1,1,"543,519639406832",8,1,4,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,1.0,2,1,2.0,2.0,5.0,2.0,3.0,,2
504525,237,3,1,3,"489,8396868226",10,1,4,3,5,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,2.0,2.0,2.0,3.0,,2
504530,237,2,1,2,"387,970897632945",6,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504532,237,3,1,3,"824,605895902422",6,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,1.0,,,2
504564,237,1,1,1,"50,2221665098853",11,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,5.0,2.0,3.0,,2
504565,237,1,1,1,"46,0585205280595",10,1,4,2,2,1,1,2,1,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,4.0,1.0,,,2
504571,237,4,1,4,"47,1824584734604",12,1,4,2,1,2,1,2,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,2.0,2
504580,237,1,1,1,"36,780142189379",11,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
504596,237,4,1,4,"47,5351390501738",11,1,4,1,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504631,237,3,1,3,"40,3859633571383",6,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,5.0,1.0,,,1
504655,237,1,1,1,"48,6377426116134",5,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504668,237,2,1,2,"45,5866552943701",6,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
504678,237,2,1,2,"46,0758681093971",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504679,237,3,1,3,"1019,17165466784",2,1,1,4,2,1,2,2,2,2,,,,,,1,1,1.0,1.0,4.0,1.0,,,2
504695,237,5,1,5,"585,238678220803",4,1,3,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504699,237,2,1,2,"631,660876855905",9,1,7,1,7,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504742,237,2,1,2,"2847,24684330542",11,1,3,3,2,1,1,1,2,2,1.0,1.0,2.0,2.0,2.0,1,1,4.0,,4.0,,,,2
504752,237,3,1,3,"83,1498797426873",10,1,4,4,8,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
504768,237,1,1,1,"111,685081307464",9,1,4,3,2,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,3.0,1.0,,,2
504768,237,3,1,3,"111,685081307464",1,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504820,237,1,1,1,"182,406565690544",8,1,5,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,1.0,2
504827,237,2,1,2,"82,5532820116455",9,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504835,237,1,1,1,"93,2211593952644",12,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504836,237,3,1,3,"92,6987055231971",4,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
504842,237,1,1,1,"165,834085534653",10,1,4,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
504842,237,2,1,2,"165,834085534653",10,1,4,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
504847,237,1,1,1,"85,1234837912649",12,1,3,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504864,237,2,1,2,"65,0054460847542",12,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504865,237,2,1,2,"74,1683348535398",8,1,3,2,9,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
504866,237,2,1,2,"83,041606725619",11,1,4,1,7,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504869,237,3,1,3,"99,0241163368456",8,1,3,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
504913,237,2,1,2,"303,117826512796",5,1,7,3,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504925,237,1,1,1,"561,90877460884",10,1,7,9,7,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2
504945,237,3,1,3,"207,601870102487",8,1,4,3,8,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504951,237,1,1,1,"589,430737538283",6,1,8,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,1.0,,2
504957,237,3,1,3,"773,452214799454",9,1,7,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
504969,237,1,1,1,"205,877461789179",2,1,4,3,2,2,2,2,1,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
504999,237,6,1,6,"997,664846616012",12,1,3,3,5,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,1.0,,,,2
505005,237,2,1,2,"1216,6714403189",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
