DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto
539428,237,4,1,4,"307,211320212695",10,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2
539429,237,1,1,1,"371,78791848626",8,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
539429,237,3,1,3,"371,78791848626",2,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539431,237,3,1,3,"220,659460333402",11,2,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,4.0,,1.0,,,,2
539436,237,4,1,4,"285,236058606968",6,1,3,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
539451,237,2,1,2,"240,740428339843",7,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,8.0,2
539464,237,4,1,4,"421,729875630396",8,1,4,3,2,2,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,2
539468,237,2,1,2,"248,48503875232",12,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539472,237,1,1,1,"331,007891263624",1,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
539472,237,2,1,2,"331,007891263624",7,1,4,1,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
539487,237,5,1,5,"525,157712938458",3,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539490,237,2,1,2,"655,659868412858",9,1,4,1,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539493,237,1,1,1,"724,125466003897",12,2,2,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,1.0,,2
539500,237,2,1,2,"213,377898957071",9,1,4,4,4,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,1
539502,237,1,1,1,"254,97475593757",3,1,4,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
539503,237,2,1,2,"222,480769778604",2,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,1
539506,237,1,1,1,"390,583901230845",12,1,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
539509,237,1,1,1,"972,454015453202",3,1,1,3,9,1,2,2,2,2,,,,,,2,2,,,,,,6.0,1
539509,237,4,1,4,"972,454015453202",7,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
539512,237,1,1,1,"2003,97276083679",6,2,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
539514,237,5,1,5,"1542,39234714586",8,1,4,1,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
539547,237,3,1,3,"39,9843222562893",12,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
539547,237,1,1,1,"39,9843222562893",12,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
539548,237,1,1,1,"43,2539081099135",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539552,237,3,1,3,"39,109553425383",11,1,4,3,2,1,1,2,2,2,2.0,2.0,1.0,2.0,2.0,2,2,,,,,,6.0,2
539556,237,2,1,2,"36,7851875397949",6,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
539558,237,2,1,2,"46,1387720653855",5,1,4,2,2,1,2,2,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
539559,237,1,1,1,"36,944717863508",2,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
539561,237,1,1,1,"82,452846653392",9,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,4.0,,,,2
539564,237,2,1,2,"36,944717863508",6,1,4,3,9,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
539569,237,1,1,1,"38,650261650024",6,1,1,2,5,1,1,2,2,2,,,,,,2,1,3.0,2.0,2.0,1.0,,,2
539574,237,3,1,3,"41,9946723134226",8,1,1,1,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
539576,237,2,1,2,"31,7045514098911",4,1,4,2,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
539577,237,1,1,1,"75,4979241597573",11,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,4.0,,,,2
539580,237,1,1,1,"38,5172620655499",6,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
539587,237,1,1,1,"78,5556816331945",5,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
539592,237,1,1,1,"49,5790179591645",8,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,7.0,2
539595,237,1,1,1,"82,6106511996294",11,1,4,2,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,3.0,1.0,6.0,2.0,4.0,,2
539597,237,1,1,1,"82,452846653392",6,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
539603,237,1,1,1,"47,4914308549491",1,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
539605,237,1,1,1,"39,9843222562893",12,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
539634,237,1,1,1,"1439,01149010125",12,1,7,4,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539650,237,1,1,1,"1112,86048799309",8,2,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539654,237,2,1,2,"64,609082325657",3,1,4,4,2,1,2,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
539655,237,1,1,1,"64,2878073111897",10,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
539662,237,1,1,1,"63,6637487118385",10,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2
539665,237,2,1,2,"73,2352120129035",7,1,7,3,1,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
539666,237,1,1,1,"79,0280517324335",2,1,7,3,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539670,237,2,1,2,"63,5578711119102",11,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
539670,237,4,1,4,"63,5578711119102",9,1,1,4,2,1,2,2,2,2,,,,,,2,1,4.0,,2.0,,,,2
539700,237,3,1,3,"120,783228777772",3,1,3,4,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
539717,237,3,1,3,"60,8888094782083",8,1,4,3,2,1,2,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
539720,237,1,1,1,"812,447342336956",10,2,4,3,2,2,1,1,2,2,2.0,2.0,2.0,2.0,1.0,1,1,1.0,1.0,2.0,1.0,,,2
539728,237,1,1,1,"61,1489712133037",1,1,3,2,5,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,2.0,1.0,,,2
539738,237,1,1,1,"67,5565175153667",2,1,2,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,1.0,2,2,,,,,,3.0,2
539758,237,5,2,1,"58,4632339281292",6,1,7,3,1,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
539761,237,1,1,1,"63,0095404302173",4,1,7,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539782,237,2,1,2,"73,3370449065971",6,1,3,3,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539795,237,3,1,3,"72,0099672016001",4,1,4,4,2,2,2,1,1,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
539812,237,2,1,2,"73,9576068230275",1,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,4.0,,1.0,,,,2
539818,237,1,1,1,"72,1181715048041",7,1,7,4,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539820,237,3,1,3,"71,5667358189992",5,1,4,4,1,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,7.0,2
539829,237,1,1,1,"81,2795920802017",6,1,7,3,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
539851,237,1,1,1,"59,7667725602245",1,1,1,3,2,2,1,2,2,2,,,,,,2,1,4.0,,1.0,,,,2
539882,237,2,1,2,"50,7898425448601",3,1,1,3,1,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
539934,237,2,1,2,"810,168464044603",10,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
539942,237,4,1,4,"41,3328264188247",9,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
539943,237,2,1,2,"42,2479822271052",9,1,4,3,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,5.0,1.0,,,2
539952,237,1,1,1,"43,9860119840524",7,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
539959,237,4,1,4,"38,1013307561196",11,1,4,3,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
539970,237,1,1,1,"40,3855362529802",9,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,2.0,2
539971,237,1,1,1,"44,2601994922441",9,1,4,3,2,2,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
539986,237,3,1,3,"43,842578127382",9,1,7,4,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
539995,237,4,1,4,"41,0958091590984",10,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
539996,237,4,1,4,"37,7274323552234",11,1,7,1,7,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2
540014,237,1,1,1,"44,924628359228",6,1,4,3,1,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540018,237,1,1,1,"48,6119952005828",2,1,4,4,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2
540042,237,1,1,1,"421,542094883602",5,1,1,2,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
540056,237,3,1,3,"137,256553035298",12,1,7,4,4,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2
540059,237,3,1,3,"137,925989230353",6,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,1.0,2
540069,237,4,1,4,"155,687571910835",4,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540103,237,3,1,3,"511,767301292573",9,1,4,2,5,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
540116,237,1,1,1,"475,616685694999",2,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
540256,237,3,1,3,"2346,00317347439",7,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,3.0,,2
540291,237,2,1,2,"983,213617740569",2,1,1,4,2,1,1,2,2,2,,,,,,2,1,4.0,,6.0,,,,2
540294,237,2,1,2,"1050,43458277012",5,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,1,4.0,,2.0,,,,2
540296,237,1,1,1,"964,395306696051",7,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
540296,237,3,1,3,"964,395306696051",1,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,2.0,2.0,,2
540303,237,1,1,1,"1124,4999744103",3,2,1,2,9,1,2,2,2,2,,,,,,2,2,,,,,,8.0,2
540340,237,1,1,1,"66,1032051639122",6,1,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,2.0,,,,2
540345,237,2,1,2,"76,3098043940879",10,1,4,3,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,1
540351,237,2,1,2,"79,3350345664376",1,2,1,2,5,1,1,2,1,2,,,,,,2,1,4.0,,5.0,,,,2
540361,237,1,1,1,"61,974545343473",11,1,7,3,2,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540380,237,2,1,2,"74,1657537923191",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540384,237,1,1,1,"67,4724895709183",6,1,2,2,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540393,237,2,1,2,"67,4724895709183",10,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,5.0,,,,2
540427,237,2,1,2,"89,2168181885538",5,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,1.0,,2
540429,237,1,1,1,"77,9912326829216",1,1,7,2,9,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,5.0,1.0,,,2
540479,237,5,1,5,"97,2798197363572",5,1,4,2,2,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2
540481,237,4,1,4,"105,826429459803",7,1,4,3,5,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540489,237,1,1,1,"287,05736805217",2,2,2,1,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
540503,237,1,1,1,"311,240327580683",5,1,7,4,3,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
540506,237,1,1,1,"352,098481139198",12,1,4,3,2,2,2,1,2,2,1.0,2.0,2.0,1.0,2.0,1,1,2.0,2.0,4.0,1.0,,,2
540512,237,1,1,1,"287,05736805217",6,2,3,2,1,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
540529,237,2,1,2,"268,179618281176",3,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,4.0,1.0,,,2
540534,237,2,1,2,"327,828612402481",8,1,7,3,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
540535,237,2,1,2,"514,897736641002",12,1,4,4,2,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540539,237,2,1,2,"225,085761349724",12,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540540,237,1,1,1,"254,97475593757",6,1,4,2,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
540553,237,1,1,1,"338,820634641507",10,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
540554,237,1,1,1,"193,629402510043",2,1,7,2,1,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
540560,237,1,1,1,"379,591878991819",7,1,7,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
540562,237,2,1,2,"415,738441697715",12,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
540579,237,2,1,2,"298,040607418871",8,1,4,4,9,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,2.0,1.0,5.0,1.0,,,2
540586,237,1,1,1,"254,97475593757",6,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
540587,237,1,1,1,"39,0830226861439",2,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
540587,237,3,1,3,"39,0830226861439",4,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
540591,237,1,1,1,"41,4607784601836",9,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,1.0,,,2
540591,237,4,1,4,"41,4607784601836",9,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
540594,237,2,1,2,"38,4600496463216",1,1,1,3,2,2,1,2,2,2,,,,,,2,1,4.0,,5.0,,,,1
540601,237,2,1,2,"36,0787061001029",7,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
540605,237,1,1,1,"38,650261650024",2,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,2.0,1.0,1.0,,,2
540608,237,1,1,1,"38,650261650024",11,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,4.0,,,,2
540611,237,2,1,2,"47,9246815822343",10,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
540611,237,3,1,3,"47,9246815822343",7,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
540617,237,1,1,1,"44,1901895552868",11,1,3,3,1,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,3.0,1.0,1.0,1.0,,,2
540617,237,2,1,2,"44,1901895552868",12,1,1,3,2,1,2,2,2,2,,,,,,2,1,2.0,2.0,1.0,1.0,,,2
540620,237,4,1,4,"36,4325648631041",6,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
540622,237,1,1,1,"40,6820976274248",12,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
540625,237,2,1,2,"43,664979292143",8,1,4,9,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540626,237,1,1,1,"41,7163967820443",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540641,237,2,1,2,"41,7163967820443",3,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,2.0,1.0,1.0,,,2
540642,237,4,1,4,"41,8305358629585",11,1,3,3,1,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
540645,237,2,1,2,"41,226423326696",11,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
540648,237,2,1,2,"40,6034502868736",11,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,2.0,,,,2
540653,237,1,1,1,"44,9799776260259",2,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
540653,237,3,1,3,"44,9799776260259",1,1,7,2,4,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540655,237,1,1,1,"44,2442868666422",2,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2
540662,237,1,1,1,"40,4175729835745",12,1,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,1.0,1.0,,,2
540665,237,1,1,1,"34,2761069598122",7,1,3,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540672,237,3,1,3,"49,8863213550729",10,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,2.0,4.0,,2
540675,237,3,1,3,"55,440682927506",1,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,1.0,,,2
540677,237,2,1,2,"31,7045514098911",8,1,4,4,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
540682,237,1,1,1,"41,088817615471",6,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
540684,237,5,1,5,"36,0480244201136",5,1,7,2,3,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
540685,237,1,1,1,"36,164587148913",6,1,4,3,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,1.0,,,,2
540686,237,3,1,3,"36,670997459936",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,4.0,,,,2
540688,237,1,1,1,"43,664979292143",12,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540693,237,2,1,2,"34,134729716755",3,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
540694,237,1,1,1,"43,664979292143",6,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540694,237,2,1,2,"43,664979292143",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540695,237,1,1,1,"41,8493963665184",1,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,2.0,3.0,,2
540701,237,2,1,2,"38,3765412464519",12,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,1.0,,,2
540764,237,1,1,1,"57,8833476716733",7,1,2,2,4,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,5.0,2.0,2.0,,2
540816,237,1,1,1,"75,2889073388154",7,1,4,4,4,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
540819,237,2,1,2,"59,0905560176821",1,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540823,237,2,1,2,"71,4227124270911",2,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540852,237,2,1,2,"60,9960879877301",12,1,1,3,2,1,1,2,2,2,,,,,,2,2,,,,,,1.0,2
540880,237,4,1,4,"1245,35142229355",2,1,7,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
540880,237,5,1,5,"1245,35142229355",6,2,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,1.0,2
540889,237,1,1,1,"1138,67130518434",2,2,8,9,3,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
540938,237,1,1,1,"319,269404354838",9,1,3,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,6.0,1.0,,,2
540942,237,2,1,2,"659,283435979116",3,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
540966,237,4,1,4,"74,8985160888162",10,1,4,4,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540981,237,2,1,2,"45,5866552943701",9,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2
540985,237,2,1,2,"34,6985327505451",7,1,2,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,1
540994,237,1,1,1,"46,0758681093971",6,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
540998,237,5,1,5,"38,3672715778004",10,1,7,4,3,1,1,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
541006,237,1,1,1,"43,9773381933836",3,1,4,3,5,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,4.0,2.0,1.0,,2
541009,237,2,1,2,"42,3937685034278",11,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
541015,237,3,1,3,"48,1618905753004",6,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,3.0,1.0,,,1
541065,237,1,1,1,"129,352621610677",6,1,3,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,6.0,1.0,,,2
541180,237,1,1,1,"618,3711147669",1,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541201,237,3,1,3,"378,168794602767",12,1,1,3,3,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
541208,237,3,1,3,"335,967083551031",3,2,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
541222,237,3,1,3,"378,168794602767",7,1,4,2,7,1,1,1,1,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,5.0,,2
541252,237,6,1,6,"1002,49441715854",8,1,7,1,11,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541253,237,3,1,3,"1075,35459659943",6,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541259,237,1,1,1,"1039,71715713869",8,1,4,1,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,2
541264,237,3,1,3,"1138,16826734495",6,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541267,237,2,1,2,"1093,79108807012",3,1,4,4,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541268,237,4,1,4,"1059,28929119436",11,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
541279,237,2,1,2,"1063,36907950439",4,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2
541279,237,3,1,3,"1063,36907950439",1,1,4,4,5,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
