DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318;FEX_C
433408;237;1;1;1;3;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;83,2856561912395
433416;237;2;1;2;3;1;3;3;2;1;2;2;2;2;2;1;2;1;2;1;2; ; ; ; ; ;5;2;58,4739092541217
433423;237;4;1;4;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;83,7130263206381
433431;237;3;1;3;10;1;4;4;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;5;2;2; ;2;51,3469801477156
433439;237;2;1;2;6;1;3;2;5;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;7;2;69,7955498195006
433444;237;2;1;2;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;334,55781772602
433445;237;3;1;3;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2;313,202090551082
433450;237;1;1;1;8;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;308,025283309432
433495;237;1;1;1;12;1;4;3;2;1;2;2;2;2;2;1;2;2;2;1;2; ; ; ; ; ;5;2;338,307092793164
433514;237;3;1;3;12;1;3;4;2;1;1;2;2;2;2;2;2;2;2;2;1;4;1;1; ; ; ;2;317,103169563485
433528;237;4;1;4;10;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;625,112137663704
433533;237;1;1;1;3;1;7;4;5;1;2;2;2;2;2;2;2;2;2;2;1;1;1;5;1; ; ;2;133,503939019658
433539;237;1;1;1;12;1;3;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;110,062447955394
433540;237;3;1;3;9;1;3;3;2;1;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;115,078777053709
433543;237;1;1;1;5;1;4;3;2;1;1;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;3;2;133,647736191999
433543;237;4;1;4;6;1;4;3;4;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;133,647736191999
433548;237;1;1;1;6;1;7;2;1;2;2;2;1;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;105,095830445143
433553;237;1;1;1;4;1;4;4;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;116,927387216633
433553;237;2;1;2;4;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;116,927387216633
433554;237;2;1;2;9;1;7;4;2;1;1;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;132,918680338986
433554;237;3;1;3;12;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;132,918680338986
433556;237;1;1;1;4;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;2228,71162052956
433559;237;3;1;3;12;1;4;4;5;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;7;2;1156,91376643261
433561;237;3;1;3;4;1;1;4;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;1110,5870215286
433562;237;2;1;2;11;1;3;4;5;1;2;2;2;2;2;1;2;2;2;2;1;4;1;5; ; ; ;2;874,11889364709
433572;237;1;1;1;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1027,44150091145
433573;237;2;1;2;8;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;736,688511987525
433577;237;4;1;4;10;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;1138,51319239232
433578;237;2;1;2;1;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;1171,33767618131
433583;237;2;1;2;6;1;4;3;2;1;1;1;2;2;1;2;2;2;2;2;1;3;1;5;2;4; ;2;1123,12158624508
433586;237;1;1;1;12;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1373,86120690292
433590;237;1;1;1;3;1;4;3;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;953,734992841478
433594;237;1;1;1;7;1;3;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;938,855026407673
433599;237;1;1;1;9;1;4;3;1;1;1;1;2;2;2;1;2;2;2;2;1;3;1;2;2;1; ;2;1134,74440365614
433603;237;2;1;2;11;1;1;1;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;773,281784512697
433603;237;4;1;4;11;1;4;3;6;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;5;2;773,281784512697
433606;237;1;1;1;12;1;4;3;2;1;1;2;2;2;1;2;2;1;2;2;2; ; ; ; ; ;3;2;1189,39270103868
433606;237;2;1;2;3;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;1189,39270103868
433607;237;3;1;3;9;1;3;3;5;1;2;2;2;2;2;1;2;1;2;2;1;4;1;4; ; ; ;2;1305,14601607314
433608;237;2;1;2;7;1;3;2;5;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;1;2;1108,89962252321
433608;237;3;1;3;4;1;4;1;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;1108,89962252321
433613;237;2;1;2;6;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;1215,89548488356
433623;237;2;1;2;10;1;1;4;5;1;2;2;2;2; ; ; ; ; ;1;1;1;1;1;1; ; ;2;986,869170317078
433628;237;2;1;2;8;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;870,139835577891
433628;237;3;1;3;10;1;4;4;5;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;870,139835577891
433634;237;4;1;4;7;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2;925,142495959634
433642;237;3;1;3;9;1;4;3;2;1;2;2;2;2;1;2;2;1;2;2;1;3;1;5;1; ; ;2;991,968341757189
433644;237;1;1;1;6;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1053,07601271136
433644;237;2;1;2;8;1;7;9;8;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;1053,07601271136
433645;237;3;1;3;10;1;4;3;2;1;1;1;1;2;2;1;2;2;2;1;1;1;1;4;1; ; ;2;957,047724892549
433646;237;1;1;1;1;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;910,712166172261
433650;237;3;1;3;10;1;4;4;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;2;1; ; ;1;927,434155023439
433657;237;1;1;1;10;1;4;3;2;2;1;2;2;2;2;2;2;2;2;1;1;4;1;5; ; ; ;2;1305,14601607314
433657;237;2;1;2;5;1;1;1;2;1;2;2;2;2; ; ; ; ; ;1;1;4;1;2; ; ; ;2;1305,14601607314
433661;237;3;1;3;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1097,27680511214
433662;237;1;1;1;2;1;4;3;2;2;1;2;2;2;2;1;2;2;2;2;1;4;1;5; ; ; ;2;833,236869366114
433679;237;2;1;2;3;2;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;33,7964472433634
433688;237;1;1;1;8;1;1;4;4;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;123,100405900974
433711;237;2;1;2;5;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;58,6564226139571
433723;237;1;1;1;1;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;57,8768860311877
433724;237;2;1;2;3;2;3;4;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;69,437191569163
433725;237;3;1;3;3;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;1;2;2;5;1; ; ;1;64,6111423147893
433729;237;4;1;4;9;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;55,7974102045196
433730;237;1;1;1;7;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;72,0423556057335
433730;237;2;1;2;10;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;72,0423556057335
433730;237;3;1;3;3;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1; ; ;2;72,0423556057335
433733;237;5;1;5;9;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;62,3483977265402
433740;237;2;1;2;9;1;4;3;4;2;2;1;2;2;2;1;2;2;2;2;1;3;1;5;1; ; ;2;67,2620737845284
433741;237;2;1;2;12;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;68,5139795331818
433747;237;1;1;1;10;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;1;4;2;1; ; ; ;2;58,2139119218117
433751;237;1;1;1;8;1;1;2;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;67,3817324901175
433757;237;1;1;1;12;1;4;3;2;1;1;1;2;2;2;2;2;2;2;1;2; ; ; ; ; ;3;2;59,5417754643648
433777;237;1;1;1;10;1;2;3;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;54,5428153645593
433781;237;1;1;1;10;1;7;2;9;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;55,2235717970702
433781;237;3;1;3;7;2;4;3;2;1;2;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2;55,2235717970702
433784;237;3;1;3;4;1;4;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;3; ;1;48,4381545226027
433832;237;1;1;1;2;1;4;3;11;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;97,5029305013299
433833;237;2;1;2;12;1;4;4;7;1;2;2;2;2;1;2;2;2;2;1;1;3;1;6;1; ; ;2;62,1908448718025
433833;237;3;1;3;8;1;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;1;62,1908448718025
433837;237;2;1;2;9;1;4;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1; ; ;2;107,890068341363
433854;237;1;1;1;11;1;4;2;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;119,203520848039
433854;237;2;1;2;10;2;6;3;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;6;1; ; ;2;119,203520848039
433854;237;5;1;5;2;1;4;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;5;1; ; ;1;119,203520848039
433854;237;6;1;6;8;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;119,203520848039
433855;237;3;1;3;2;1;4;2;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;4;1;49,8292393699951
433861;237;2;1;2;8;1;4;3;2;1;2;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;39,9746665958518
433868;237;2;1;2;7;1;4;2;2;1;1;1;1;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;38,3130622788023
433870;237;2;1;2;11;1;3;1;2;1;2;2;2;2;2;1;2;2;2;1;1;3;1;2;2;2; ;2;54,2788231056239
433871;237;1;1;1;10;1;7;4;2;2;1;1;1;2;2;2;2;2;2;2;1;1;1;5;1; ; ;2;53,6935852181475
433873;237;1;1;1;5;1;7;3;7;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;42,5754409088056
433877;237;3;1;3;6;1;3;3;1;2;1;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;46,9816617827951
433878;237;2;1;2;4;1;2;2;7;1;2;2;2;2;2;2;2;2;2;2;1;2;1;5;1; ; ;2;33,8238813851665
433878;237;3;1;3;4;1;2;2;7;1;2;2;2;2;2;2;2;2;2;2;1;2;1;5;1; ; ;2;33,8238813851665
433879;237;1;1;1;9;1;4;1;8;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;45,7227546361414
433879;237;2;1;2;6;1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;1;3;1;6;1; ; ;2;45,7227546361414
433880;237;1;1;1;2;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;1;3;1;5;1; ; ;2;50,6777291340713
433882;237;1;1;1;3;1;4;2;2;1;2;2;2;2;2;1;2;1;2;1;1;3;1;5;2;3; ;2;83,5211747841014
433887;237;1;1;1;12;1;3;4;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;39,1939376542189
433893;237;3;1;3;8;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;40,2874422256911
433894;237;4;1;4;11;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;58,7287936018891
433895;237;1;1;1;12;1;1;4;2;1;2;1;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;49,9851332661447
433897;237;1;1;1;12;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;2;2;60,3976094656053
433897;237;3;1;3;10;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;60,3976094656053
433900;237;3;1;3;6;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;47,8697487048783
433906;237;2;1;2;8;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;45,8301126165916
433907;237;1;1;1;6;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;41,7947119671727
433908;237;1;1;1;6;1;3;2;4;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;46,0670171924083
433914;237;1;1;1;12;1;7;3;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;45,7227546361414
433917;237;1;1;1;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;57,4698864552354
433917;237;3;1;3;12;1;4;4;1;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2;57,4698864552354
433922;237;3;1;3;12;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;45,168827958141
433927;237;1;1;1;1;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;60,3976094656053
433928;237;6;1;6;10;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;82,7190612282249
433929;237;1;1;1;10;1;3;3;2;2;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;5;2;47,945497177858
433931;237;3;1;3;1;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;42,3270783139778
433931;237;4;1;4;6;1;3;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;42,3270783139778
433932;237;1;1;1;11;1;3;4;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;67,9262341818504
433933;237;3;1;3;7;1;7;4;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;5;1; ; ;2;38,1722333813765
433933;237;4;1;4;7;1;4;4;2;1;2;2;2;2;2;1;2;1;1;2;2; ; ; ; ; ;3;2;38,1722333813765
433936;237;1;1;1;12;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;66,5433435271092
433936;237;2;1;2;9;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;66,5433435271092
433937;237;1;1;1;2;1;1;3;2;1;1;2;2;2; ; ; ; ; ;2;1;2;2;6;1; ; ;2;37,5323333371694
433943;237;3;1;3;12;1;3;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;49,909384793165
433943;237;5;1;5;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;49,909384793165
433944;237;1;1;1;9;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;41,7733273529291
433949;237;2;1;2;12;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;50,8518355739843
433956;237;4;1;4;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;2;2;3; ;2;52,5780083912038
433958;237;1;1;1;11;1;3;3;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;58,336588763075
433959;237;1;1;1;2;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;44,0273811041216
433959;237;2;1;2;6;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;44,0273811041216
433962;237;1;1;1;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;55,7332213064342
433965;237;2;1;2;6;1;3;4;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;39,1725530399753
433969;237;1;1;1;6;1;3;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;6;1; ; ;2;51,1359947911202
433969;237;2;1;2;11;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;51,1359947911202
433974;237;4;1;4;10;1;4;3;2;1;2;2;1;2;2;1;2;2;2;2;1;3;1;4;1; ; ;2;53,3587373328368
433979;237;1;1;1;5;2;7;4;5;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;53,6935852181475
433982;237;2;1;2;11;1;1;3;2;2;1;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;41,7733273529291
433983;237;2;1;2;2;1;4;4;11;1;2;1;2;2;2;1;2;2;2;2;1;3;1;3;2;4; ;2;71,7740429650074
433989;237;2;1;2;2;1;3;3;2;1;1;1;2;2;2;1;2;1;2;2;1;4;1;6; ; ; ;2;49,4312065881442
433991;237;1;1;1;9;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;48,6504776465113
433994;237;1;1;1;6;1;4;2;3;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;2;3; ;2;39,1725530399753
433999;237;1;1;1;10;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;62,6955347439522
434001;237;1;1;1;2;1;4;3;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;4;2;3; ;2;33,4969326877504
434002;237;2;1;2;11;1;3;4;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;57,2065461159938
434003;237;1;1;1;10;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;5; ; ; ;2;44,6150769970923
434013;237;2;1;2;10;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;1;1;1;6;2;5; ;2;47,6396480520639
434015;237;3;1;3;6;1;1;4;1;1;2;2;2;2; ; ; ; ; ;1;1;5;1;5; ; ; ;2;63,4783473411325
434017;237;2;2;2;2;1;2;2;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;46,2680664473728
434021;237;2;1;2;11;1;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;42,443198612451
434022;237;2;1;2;2;1;7;3;2;2;2;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ;5;2;65,3620550120834
434023;237;3;1;3;11;1;4;4;6;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;43,4057955203833
434027;237;4;1;4;10;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;41,8408076332997
434030;237;3;1;3;12;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;71,6431965819115
434038;237;2;1;2;11;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;44,0081864995346
434050;237;3;1;3;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;63,0755822885723
434055;237;1;1;1;8;1;7;3;11;1;1;1;2;2;2;2;2;2;2;1;1;1;1;5;1; ; ;2;49,6916629820723
434060;237;2;1;2;12;1;1;4;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;65,3620550120834
434069;237;1;1;1;6;1;3;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1; ; ;2;49,6916629820723
434079;237;2;1;2;8;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;1;5;1;1; ; ; ;2;50,4486310408865
434155;237;1;1;1;11;1;4;2;5;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;292,104907492085
434175;237;1;1;1;11;1;4;3;9;2;2;1;2;2;1;2;2;2;2;2;1;1;1;2;1; ; ;2;296,905099421988
434190;237;1;1;1;11;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;302,088335489395
434195;237;3;1;3;11;1;4;4;1;2;1;2;2;2;1;2;2;1;2;2;2; ; ; ; ; ;3;2;344,374178752526
434203;237;1;1;1;11;1;3;4;5;1;2;2;2;2;2;2;2;1;2;1;2; ; ; ; ; ;9;2;356,54351910025
434241;237;1;1;1;7;1;1;2;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;68,2591063669675
434241;237;2;1;2;1;1;3;2;5;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;68,2591063669675
434242;237;1;1;1;9;1;4;3;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;6;2;246,513387591865
434243;237;1;1;1;12;1;4;1;2;1;1;2;2;2;1;2;2;1;2;2;2; ; ; ; ; ;3;2;355,063482131418
434252;237;3;1;3;6;1;4;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;113,75252095845
434261;237;3;1;3;9;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;137,341977386053
434264;237;1;1;1;6;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;103,713081643661
434268;237;1;1;1;10;1;4;4;2;1;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2;113,900486321789
434281;237;2;1;2;11;1;3;3;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;110,112159543458
434282;237;2;1;2;12;2;7;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;137,341977386053
434293;237;2;1;2;10;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;1;3;1;5;1; ; ;2;113,900486321789
434295;237;4;1;4;9;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;129,619794244779
434299;237;4;1;4;12;1;4;4;2;1;1;2;2;2;1;2;2;2;2;1;1;4;2;1; ; ; ;2;134,352132810317
434313;237;2;1;2;11;1;4;1;1;2;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;95,1871656320667
434316;237;3;1;3;6;1;4;4;2;2;1;2;2;2;2;1;2;2;2;1;2; ; ; ; ; ;5;2;120,876790150098
434319;237;1;1;1;12;1;7;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2;120,423951459284
434341;237;3;1;3;10;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;105,367165708964
434347;237;4;1;4;12;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;82,1498266963759
434347;237;6;1;6;8;1;2;3;3;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;82,1498266963759
434352;237;1;1;1;12;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;137,341977386053
434355;237;1;1;1;12;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;1;115,078777053709
434369;237;4;1;4;6;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;112,105191558835
434370;237;2;1;2;10;1;4;3;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;127,050612742086
434374;237;1;1;1;10;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;129,080641972591
434377;237;1;1;1;10;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;7;2;116,729710265231
434377;237;2;1;2;2;1;4;3;5;2;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;116,729710265231
434380;237;3;1;3;8;1;4;3;5;1;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1; ;2;122,322897890384
434381;237;1;1;1;12;1;4;2;9;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2;101,944909714274
434382;237;4;1;4;11;1;4;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;459,116281113113
434383;237;6;1;6;12;1;4;2;3;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;456,692368752296
434383;237;8;1;8;12;1;4;2;1;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;456,692368752296
434390;237;1;1;1;4;2;4;4;5;1;2;2;2;2;1;2;2;2;2;2;1;4;1;6; ; ; ;2;517,078968049653
434390;237;2;1;2;12;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;1;4;2;6; ; ; ;2;517,078968049653
434400;237;1;1;1;11;1;4;3;2;1;1;1;1;2;1;2;2;1;2;1;1;1;1;4;1; ; ;2;108,096121118404
434401;237;1;1;1;11;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;97,5955583076422
434405;237;1;1;1;12;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;9;2;118,10905198609
434411;237;1;1;1;5;1;5;3;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;112,483096376525
434415;237;1;1;1;6;1;4;3;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;99,0765326365617
434419;237;1;1;1;10;1;4;3;2;1;1;2;2;2;1;2;2;1;2;2;2; ; ; ; ; ;5;1;206,289016873869
434420;237;2;1;2;11;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;278,544091115189
434420;237;4;1;4;5;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2;278,544091115189
434421;237;1;1;1;4;1;4;4;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;6;1; ; ;2;194,44285478592
434430;237;2;1;2;12;1;4;3;2;2;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;2;2;97,5955583076422
