DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318
613169;237;2;1;2;46,9653961312344;9;1;3;4;4;1;1;1;2;2;2;2;2;2;2;2;1;5; ;6; ; ; ;2
613175;237;2;1;2;42,0042016123887;6;1;4;4;2;1;1;2;2;2;1;2;2;2;2;1;1;3;1;3;1; ; ;2
613176;237;1;1;1;52,38938068325;10;1;7;3;4;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
613179;237;2;1;2;47,2631889349888;7;1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;1;4; ;2; ; ; ;2
613180;237;1;1;1;50,5258872151003;6;1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
613198;237;1;1;1;45,7441467205469;2;1;1;3;4;1;2;2;2;2; ; ; ; ; ;2;1;2;1;2;1; ; ;2
613209;237;2;2;2;529,30027581267;12;1;4;3;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1; ; ;2
613216;237;1;1;1;410,868136369534;9;1;3;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1; ; ;2
613218;237;1;1;1;261,736619386388;5;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;1;2;1;1; ; ;2
613221;237;2;1;2;427,357679115437;10;1;4;4;2;1;1;2;2;2;1;2;2;2;2;1;1;2;1;4;2;4; ;2
613231;237;1;1;1;425,26594418778;12;1;4;4;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
613238;237;1;1;1;337,038711865797;5;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;1;1;1;2;1; ;2
613239;237;1;1;1;309,61020325422;2;1;4;2;2;2;2;1;2;2;2;1;2;2;2;2;1;3;1;2;1; ; ;2
613242;237;4;1;4;518,694934999191;10;1;4;1;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;8;2
613248;237;1;1;1;311,271808768415;12;1;1;1;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
613258;237;3;1;3;185,104721578688;2;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
613263;237;3;1;3;1585,22020388658;1;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;4; ;2
613263;237;4;1;4;1585,22020388658;11;1;3;3;2;1;2;2;2;2;2;2;2;1;2;1;2; ; ; ; ; ;4;2
613267;237;1;1;1;1346,68781000492;8;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
613270;237;1;1;1;1717,26840837474;12;1;4;4;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2
613271;237;1;1;1;1449,2446262609;12;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
613275;237;2;1;2;2061,29226454722;12;1;1;4;2;1;2;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
613284;237;2;1;2;1760,95847303124;10;1;4;3;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
613288;237;4;1;4;1726,16306401025;11;1;7;1;1;2;1;2;2;2;2;2;2;2;2;1;1;3;1;3;2;4; ;2
613293;237;1;1;1;1874,69687048771;7;1;4;4;2;1;2;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;3;2
613294;237;3;1;3;1522,3504737923;11;1;4;4;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
613322;237;3;1;3;1536,12279882691;1;2;4;2;4;1;2;2;2;2;1;2;2;2;2;1;1;3;1;3;2;4; ;2
613323;237;3;1;3;2433,669971874;11;1;7;4;8;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
613331;237;6;1;6;1166,46936258453;9;1;7;3;1;1;1;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;3;2
613334;237;1;1;1;1248,89923392428;10;1;7;1;1;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ;3;2
613336;237;2;1;2;853,858596972524;1;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
613338;237;1;1;1;1314,96787930884;4;1;7;4;1;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ;8;2
613349;237;3;1;3;1081,65673167052;11;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
613355;237;1;1;1;2406,99108257932;5;1;1;2;3;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
613371;237;3;1;3;109,470685223834;8;1;1;3;2;1;1;1;1;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
613378;237;1;1;1;467,821170144769;1;1;2;3;2;2;1;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;4;2
613390;237;1;1;1;74,6951787072875;9;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
613430;237;1;1;1;81,2759759937686;10;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
613466;237;1;1;1;62,7702009624614;4;1;3;4;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2
613485;237;1;1;1;54,4283577261785;4;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
613493;237;2;1;2;74,5389921281298;2;1;3;2;1;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
613501;237;1;1;1;53,4910420893578;7;1;7;2;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
613520;237;1;1;1;53,5338737304319;8;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;1; ; ; ;2
613520;237;2;1;2;53,5338737304319;9;1;1;2;1;1;2;2;2;2; ; ; ; ; ;2;1;4; ;7; ; ; ;2
613533;237;2;1;2;70,5711047426661;4;2;1;4;1;1;2;2;2;2; ; ; ; ; ;1;1;1;1;4;2;4; ;2
613538;237;2;1;2;56,7089234539281;2;1;4;4;4;1;1;1;2;2;2;1;2;2;2;1;1;2;2;4;1; ; ;2
613544;237;1;1;1;99,7425454104564;2;1;2;4;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;3; ;2
613570;237;1;1;1;61,0256875441989;8;1;3;4;2;1;1;2;2;2;2;2;2;1;2;2;1;5; ;5; ; ; ;2
613580;237;1;1;1;75,8547425908242;3;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
613597;237;2;1;2;61,368235210257;3;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1; ;2
613602;237;1;1;1;59,9800946874916;6;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;5;2;1; ;2
613666;237;2;1;2;53,4307297479633;6;1;4;3;2;1;1;2;2;2;2;1;1;1;2;2;2; ; ; ; ; ;3;2
613690;237;1;1;1;81,5405493774336;2;1;7;3;7;2;2;2;1;2;2;2;2;2;2;1;1;1;1;4;1; ; ;2
613706;237;1;1;1;41,4459064371354;1;1;1;3;3;1;2;2;2;2; ; ; ; ; ;2;1;4; ;2; ; ; ;2
613717;237;1;1;1;62,6931826204826;3;1;2;2;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
613722;237;3;1;3;62,3578364773066;4;1;3;3;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;4;1; ; ;2
613725;237;2;1;2;50,353560397597;6;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
613734;237;1;1;1;728,154121795677;9;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
613750;237;1;1;1;463,969266581054;8;1;7;4;7;2;1;2;2;2;2;2;2;2;2;2;1;2;2;3;2;3; ;2
613764;237;1;1;1;347,287077977649;6;1;4;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
613771;237;1;1;1;400,905032774758;2;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;1;4; ;5; ; ; ;2
613786;237;1;1;1;412,734380738356;11;1;4;9;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;4;2
613806;237;1;1;1;363,486837948978;5;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;4;2
613823;237;2;1;2;422,492746604005;10;1;1;4;2;2;2;1;2;2; ; ; ; ; ;2;1;5; ;4; ; ; ;2
613834;237;1;1;1;533,625037706669;5;1;7;4;2;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
613835;237;1;1;1;361,70348558134;5;1;3;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;5;2;1; ;2
613835;237;2;1;2;361,70348558134;3;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;3;2;1; ;2
613846;237;1;1;1;494,097257135804;12;1;3;3;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;3;1; ; ;2
613915;237;1;1;1;36,3985687283558;11;1;4;3;9;1;1;1;2;2;1;2;2;2;2;2;1;2;2;6;2;1; ;2
613938;237;3;1;3;33,94634393458;2;1;4;3;4;1;2;2;2;2;1;2;2;2;2;1;1;2;2;4;1; ; ;2
613948;237;1;1;1;33,8284575760759;8;1;4;1;10;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;6;2
613948;237;4;1;4;33,8284575760759;10;1;4;4;10;1;2;2;2;2;1;1;2;1;2;2;2; ; ; ; ; ;3;2
613957;237;1;2;1;38,256505444013;8;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2
613975;237;2;1;2;50,21969226653;1;1;4;4;7;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
613980;237;4;1;4;47,4966573380668;11;1;4;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
614062;237;1;1;1;484,800522643591;6;1;1;2;3;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;8;2
614071;237;2;1;2;430,933797905415;6;1;4;4;11;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614074;237;2;1;2;727,617164964232;11;1;3;4;2;1;1;1;2;2;1;2;2;2;2;1;1;1;2;2;1; ; ;2
614100;237;1;1;1;120,4420811864;12;1;3;4;2;1;1;2;2;2;2;2;2;1;2;2;1;4; ;1; ; ; ;2
614140;237;3;1;3;93,6064477968935;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
614153;237;1;1;1;23,9502253564563;6;1;2;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
614178;237;3;1;3;297,32102663346;11;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
614180;237;1;1;1;106,920226889266;6;1;3;4;2;1;1;1;2;2;2;2;2;1;2;2;1;3;1;2;2;2; ;2
614186;237;2;1;2;159,460217625416;11;1;1;2;9;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
614193;237;1;1;1;107,749518732101;2;1;4;4;7;1;1;1;1;2;1;2;2;2;2;1;1;2;2;4;1; ; ;2
614229;237;1;1;1;321,119064152333;11;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
614282;237;5;1;5;264,507537021843;11;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614292;237;1;1;1;99,6168727043681;7;1;7;3;3;2;1;1;2;2;2;2;2;2;2;1;1;1;1;5;1; ; ;2
614320;237;3;1;3;248,108809969559;3;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
614325;237;1;1;1;145,461850288337;2;1;4;3;2;1;1;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2
614366;237;1;1;1;111,463937727878;4;1;4;2;7;2;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
614368;237;1;1;1;76,3108483598159;2;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2; ;2
614387;237;1;1;1;138,357068789145;7;1;4;3;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;3; ;2
614410;237;1;1;1;247,395400186424;11;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
614453;237;3;1;3;108,605910101457;12;1;4;1;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;4;2
614456;237;3;1;3;105,425772082459;12;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;8;2
614496;237;1;1;1;132,88017359415;6;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
614499;237;1;1;1;135,08880906841;9;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;1;3;1;2;1; ; ;2
614511;237;2;1;2;89,9994982686647;6;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
614523;237;1;1;1;171,880729776923;12;1;4;3;2;1;1;2;2;2;2;1;2;2;2;1;2; ; ; ; ; ;3;2
614534;237;1;1;1;199,374928400888;6;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614549;237;2;1;2;96,6867367420513;8;1;4;2;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1; ; ;1
614553;237;1;1;1;116,935427138929;2;1;4;2;2;2;1;2;2;2;1;2;2;2;2;2;1;4; ;2; ; ; ;2
614574;237;3;1;3;170,565362602881;10;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2
614577;237;2;1;2;133,088389165514;9;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2
614579;237;1;1;1;188,339935423779;11;1;4;1;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614590;237;2;1;2;110,906990971261;1;1;3;2;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
614621;237;1;1;1;997,379167685562;11;1;4;3;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
614631;237;1;1;1;741,3033771552;5;1;4;2;2;1;1;1;2;2;1;2;2;2;2;2;1;1;1;2;2;3; ;2
614668;237;2;1;2;759,51488962096;3;1;4;3;8;1;2;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;6;2
614698;237;1;1;1;892,017337910007;8;1;7;4;7;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
614750;237;1;1;1;1325,55652578905;3;1;4;3;5;1;1;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2
614786;237;3;1;3;1889,47858173486;7;1;9;4;5;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
614790;237;1;1;1;1089,13996585912;8;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614818;237;3;1;3;1644,77994210767;12;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614827;237;1;1;1;1459,42810856371;5;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;4;2
614839;237;2;1;2;1473,25371810737;8;1;4;3;4;1;1;1;2;2;2;1;2;1;2;2;1;4; ;6; ; ; ;2
614842;237;2;1;2;1306,16559350976;5;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614842;237;3;1;3;1306,16559350976;7;1;3;4;5;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
614865;237;1;1;1;988,457957380354;9;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;4;2
614870;237;4;1;4;733,636647966084;8;1;4;4;5;1;2;2;2;2;2;1;2;2;2;2;1;4; ;4; ; ; ;2
614871;237;5;1;5;845,198214650143;7;1;4;2;5;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
614872;237;1;1;1;811,488692999283;5;1;4;3;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;4;2;3; ;2
614894;237;3;1;3;1388,92336769276;6;1;4;2;5;1;1;2;2;2;1;2;2;2;2;1;1;5; ;4; ; ; ;2
614895;237;2;1;2;444,41035345495;5;2;1;1;5;2;1;2;2;2; ; ; ; ; ;2;1;3;1;5;1; ; ;2
614922;237;1;1;1;1162,80038014541;8;1;1;1;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
614922;237;2;1;2;1162,80038014541;8;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
614922;237;3;1;3;1162,80038014541;10;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
614924;237;1;1;1;1302,26299456873;8;1;4;2;2;2;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
614932;237;1;1;1;1345,72904354264;8;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;1;5; ;1; ; ; ;2
614934;237;1;1;1;1374,16624126172;11;1;7;9;9;2;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;10;2
614936;237;3;1;3;1480,30194789691;4;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
614942;237;2;1;2;1171,61717628502;11;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
614944;237;2;1;2;2167,65709401677;12;1;7;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
614944;237;4;1;4;2167,65709401677;10;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614966;237;1;1;1;491,123377868601;9;1;9;2;2;1;1;1;1;2;2;2;2;2;2;1;1;1;1;2;1; ; ;2
614968;237;2;1;2;465,778028841215;3;2;7;4;9;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;2;3; ;2
614979;237;1;1;1;573,794640109994;10;1;7;9;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
614981;237;1;1;1;517,898977330687;3;2;3;3;2;1;2;2;2;2;2;2;2;2;2;1;1;3;1;2;2;2; ;2
614984;237;2;1;2;684,182003178733;12;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2
614993;237;1;1;1;1152,22432938619;5;1;4;3;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
614996;237;2;1;2;1392,87519059152;6;1;3;3;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
615001;237;3;1;3;1466,33363015452;1;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;4;2
615002;237;2;1;2;1508,60977136012;7;1;4;4;2;1;1;1;2;2;1;2;2;1;2;2;2; ; ; ; ; ;4;2
615019;237;1;1;1;69,505164189958;7;1;4;4;7;1;2;2;2;2;1;2;2;2;2;2;1;3;2;3;2;2; ;2
615029;237;1;1;1;58,5639804121691;2;1;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2
615032;237;1;1;1;44,4578405834344;12;1;4;4;2;1;1;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;8;2
615037;237;5;1;5;76,6576751057301;3;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
615038;237;1;1;1;68,2555124033902;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
615046;237;2;1;2;111,350436341032;3;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2
615046;237;3;1;3;111,350436341032;7;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;7;2
615073;237;1;1;1;55,6581849086797;8;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
615079;237;1;1;1;56,8678616099656;1;1;7;4;2;1;1;1;2;2;2;2;2;1;2;1;1;2;2;1;1; ; ;2
615085;237;3;1;3;113,095108907136;12;2;2;2;5;1;1;1;2;2;2;2;2;2;1;2;2; ; ; ; ; ;3;2
615097;237;1;1;1;89,1330452532083;7;1;1;4;5;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
615105;237;2;1;2;125,494243740362;10;1;4;3;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
615158;237;1;1;1;1027,85956981095;12;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;5;2
615178;237;1;1;1;107,570776610471;10;1;4;2;1;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
615193;237;2;1;2;81,5688708476937;11;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
615211;237;3;1;3;89,4556653998059;9;1;4;4;2;1;2;1;2;2;1;2;2;1;2;2;2; ; ; ; ; ;3;2
615215;237;3;1;3;83,7491983060875;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
615220;237;2;1;2;55,4149775921584;3;1;3;2;2;1;2;2;2;2;2;2;2;1;2;1;1;5; ;5; ; ; ;2
615224;237;1;1;1;125,24697380167;10;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
615257;237;1;1;1;50,1638361852735;1;1;3;1;5;1;2;2;2;2;2;2;2;2;2;2;1;4; ;1; ; ; ;2
615268;237;1;1;1;57,8894405850343;6;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;1;2
615271;237;1;1;1;79,6921113516162;2;1;7;2;5;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2
615308;237;1;1;1;122,958045263166;6;1;3;3;5;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;10;2
615354;237;2;1;2;2491,93337130831;12;1;7;4;7;1;1;2;1;2;2;2;2;2;2;1;2; ; ; ; ; ;3;2
615361;237;5;1;5;91,9486292244635;5;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
615365;237;2;1;2;97,8328678389496;9;1;4;4;2;1;1;2;2;2;1;2;2;1;2;2;1;3;1;1;1; ; ;2
615367;237;2;1;2;104,652781145102;9;1;4;4;2;1;1;1;2;2;1;2;2;1;2;1;2; ; ; ; ; ;8;2
615368;237;1;1;1;108,90276409315;12;1;3;4;2;2;2;2;1;2;2;2;2;1;2;2;2; ; ; ; ; ;7;2
615426;237;6;1;6;993,069750639435;7;1;4;3;5;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
615427;237;1;1;1;1054,67777438049;9;2;4;3;1;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;7;2
615435;237;3;1;3;1041,37903235576;8;1;4;3;1;1;2;1;2;2;1;2;2;2;2;1;2; ; ; ; ; ;8;2
615444;237;1;1;1;137,923609077319;12;1;4;2;2;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;1; ; ;2
615448;237;3;1;3;1090,04880719144;4;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
615450;237;3;1;3;996,015996001183;4;1;4;3;5;1;1;1;2;2;1;2;2;2;2;1;1;4; ;5; ; ; ;2
615456;237;2;1;2;1108,5514754017;6;1;4;4;3;1;2;2;2;2;1;2;2;2;2;1;1;3;1;5;2;1; ;2
615458;237;2;1;2;1130,73923703551;11;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;1;2;2;3; ;2
615459;237;4;1;4;840,740029032931;5;2;1;3;2;2;1;2;2;2; ; ; ; ; ;2;1;5; ;6; ; ; ;2
615463;237;4;1;4;484,985436613567;2;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;10;2
615470;237;3;1;3;529,315916227441;2;1;7;2;11;1;1;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;6;2
615505;237;1;1;1;462,952843268288;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
615505;237;2;1;2;462,952843268288;8;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
615505;237;4;1;4;462,952843268288;12;1;7;3;3;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
615530;237;1;1;1;387,584128766343;10;1;7;2;3;2;1;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ;6;2
615560;237;1;1;1;388,24584765422;7;1;4;3;1;1;1;2;2;2;1;2;2;2;2;2;1;5; ;6; ; ; ;2
615633;237;1;1;1;1123,27499127203;3;1;1;3;2;1;2;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ;1;2
615691;237;1;1;1;470,702032021783;12;1;7;3;3;2;1;2;2;2;2;2;2;2;2;2;1;2;2;4;2;3; ;2
615693;237;2;1;2;462,288750761734;2;1;4;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;1;5;1; ; ;2
615738;237;1;1;1;100,880680118242;9;2;1;3;5;2;1;2;2;2; ; ; ; ; ;2;1;4; ;7; ; ; ;2
615738;237;2;1;2;100,880680118242;2;2;1;3;2;1;2;2;2;2; ; ; ; ; ;1;1;4; ;5; ; ; ;2
615754;237;1;1;1;68,3629184867409;2;1;4;3;2;2;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;4;1
615754;237;2;1;2;68,3629184867409;6;1;3;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
615824;237;1;1;1;77,3669038611967;10;1;7;3;2;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2
615866;237;4;1;4;83,0428962515519;10;1;4;3;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;6;1; ; ;2
615871;237;1;1;1;66,6200242524456;4;1;1;9;2;1;2;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ;4;2
615876;237;1;1;1;88,7988070243209;10;1;7;4;6;1;1;1;2;2;2;2;2;2;2;2;1;1;1;6;1; ; ;2
615943;237;1;1;1;66,8638026116972;6;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
615944;237;1;1;1;102,353963038424;9;1;7;2;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2
615958;237;2;1;2;50,7000239481393;12;1;4;4;2;1;2;2;2;2;2;1;2;1;2;2;1;3;1;5;1; ; ;2
615964;237;2;1;2;76,1520677948239;11;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;5;1; ; ;2
615968;237;1;1;1;55,7673635018139;5;1;4;2;3;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
615982;237;3;1;3;84,5326929818961;12;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;1; ; ;2
615999;237;2;1;2;58,7512942910946;12;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1; ;2
616006;237;1;1;1;81,6709995050295;2;2;1;1;10;1;2;2;2;2; ; ; ; ; ;2;1;5; ;1; ; ; ;2
